GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),SUNBED_ACCESS (CODE),SUNBED_ACCESS (DISPLAY),SUNBED_ACCESS (URL),SUNBED_CONTROL (CODE),SUNBED_CONTROL (DISPLAY),SUNBED_CONTROL (URL),SUNBED_INFO (CODE),SUNBED_INFO (DISPLAY),SUNBED_INFO (URL),SUNBED_TRAINING (CODE),SUNBED_TRAINING (DISPLAY),SUNBED_TRAINING (URL),SUNBED_SAFETY (CODE),SUNBED_SAFETY (DISPLAY),SUNBED_SAFETY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,15 920,15920.14759,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,95495 [73002-124334],95495.00000,73002.00000,124334.00000,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,96.77525,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,96.95467,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.10927,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,97.64396,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,97.78383,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.90585,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.93040,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.76112,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.95351,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.85443,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.94775,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4818,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.00000,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89.39963,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89.24210,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,89.08441,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88.68921,,,,,
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4820,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,88.53075,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65997,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65775,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65548,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65317,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.89224,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.59013,,,,,
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,98.65080,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,RUR,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
AIR_2,Ambient air pollution (Annual PM10 [ug/m3]),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1349,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,24.69000,,,,,
AIR_6,Ambient air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
AIR_14,Household air pollution  attributable deaths per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
AIR_18,Household air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
UV_1,UV radiation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2395,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907,1907.00000,,,,,
UV_4,UV radiation attributable deaths per 100'000 capita,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2394,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.38000,,,,,
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,515,515.20751,,,,,
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,39,39.15632,,,,,
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,50 084,50084.00000,,,,,
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,2 054,2053.67080,,,,,
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,1,0.86210,,,,,
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,2 243 630,2243630.00000,,,,,
TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,61 117,61117.00000,,,,,
SUNBEDREG_ACCESS,Access restrictions,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4626,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,BANBED,Ban,,,,,,,,,,,,,,,,,No,,,,,,
SUNBEDREG_CONTROL,Restriction and inspection of facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4627,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,INSPECTION,Periodic inspections required,,,,,,,,,,,,,,Yes,,,,,,"Inspections are required for sunbeds and establishments every 2 years. These inspections are made by certifying bodies.  The General Directorate for Competition Policy, Consumer Affairs and Fraud Control does unexpected inspections."
SUNBEDREG_TRAINING,Training requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4630,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAFFCERTIFICATION,Staff certification,,,,,,,,No,,,,,,
SUNBEDREG_INFO,Information requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4628,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,WARNING,Warning notices,,,,,,,,,,,Yes,,,,,,
SUNBEDEXISTYEAR,Year of national implementation of regulation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4631,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,
SUNBEDEXIST,Existence of national regulation,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4625,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Decree (2013): http://www.legifrance.gouv.fr/eli/decret/2013/12/27/AFSP1319983D/jo/texte; Order on information on health risks (2014): http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029644355&categorieLien=i ; Order on traceability and inspection of tanning installations (2014) : http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000029644276&categorieLien=id
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,GHE113,Ischaemic heart disease,,,,,,,,,,,,,,,,,,,,,,,,,,69 974,69974.21094,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,GHE039,Lower respiratory infections,,,,,,,,,,,,,,,,,,,,,,,,,,316,315.67987,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,,,,,,,,,,,,,,,,,,,76 905,76904.73438,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,GHE114,Stroke,,,,,,,,,,,,,,,,,,,,,,,,,,24 400,24400.13086,,,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [0–0],0.00000,0.00000,0.00000,,,
